279675799559471105,538829583991177218,04-05-21/22:56:18
279675799559471105,538829583991177218,04-05-21/23:32:53
279675799559471105,538829583991177218,04-05-21/23:33:31
279675799559471105,538829583991177218,04-05-21/23:35:12
279675799559471105,538829583991177218,04-05-21/23:36:30
279675799559471105,538829583991177218,04-05-21/23:38:05
279675799559471105,538829583991177218,04-05-21/23:38:05
279675799559471105,538829583991177218,04-05-21/23:38:05
279675799559471105,538829583991177218,04-05-21/23:38:06
279675799559471105,538829583991177218,04-05-21/23:38:06
279675799559471105,538829583991177218,04-05-21/23:38:06
279675799559471105,538829583991177218,04-05-21/23:38:07
279675799559471105,538829583991177218,04-05-21/23:38:07
279675799559471105,538829583991177218,04-05-21/23:38:07
279675799559471105,538829583991177218,04-05-21/23:38:07
279675799559471105,538829583991177218,04-05-21/23:38:15
279675799559471105,538829583991177218,04-05-21/23:38:16
279675799559471105,538829583991177218,04-05-21/23:38:52
279675799559471105,538829583991177218,04-05-21/23:42:39
279675799559471105,538829583991177218,04-05-21/23:46:49
279675799559471105,538829583991177218,04-05-21/23:48:51
279675799559471105,538829583991177218,04-05-21/23:49:21
279675799559471105,538829583991177218,04-05-21/23:50:23
279675799559471105,538829583991177218,04-05-21/23:51:36
279675799559471105,538829583991177218,04-05-21/23:52:11
279675799559471105,538829583991177218,04-05-21/23:52:36
279675799559471105,538829583991177218,04-05-21/23:53:08
279675799559471105,538829583991177218,04-05-21/23:53:58
279675799559471105,538829583991177218,04-05-21/23:54:36
279675799559471105,538829583991177218,04-05-21/23:55:52
279675799559471105,538829583991177218,04-05-21/23:56:27
279675799559471105,538829583991177218,06-05-21/14:57:42
279675799559471105,538829583991177218,06-05-21/14:59:26
279675799559471105,538829583991177218,06-05-21/15:00:10
279675799559471105,538829583991177218,06-05-21/15:00:39
279675799559471105,538829583991177218,06-05-21/15:01:30
279675799559471105,538829583991177218,06-05-21/15:01:42
279675799559471105,538829583991177218,06-05-21/15:02:34
279675799559471105,538829583991177218,06-05-21/15:04:01
279675799559471105,538829583991177218,06-05-21/15:05:17
279675799559471105,538829583991177218,06-05-21/15:06:08
279675799559471105,538829583991177218,06-05-21/15:06:54
279675799559471105,538829583991177218,06-05-21/15:07:22
279675799559471105,538829583991177218,06-05-21/15:10:28
279675799559471105,538829583991177218,06-05-21/15:13:31
279675799559471105,538829583991177218,06-05-21/15:13:45
279675799559471105,538829583991177218,06-05-21/15:15:18
279675799559471105,538829583991177218,06-05-21/15:16:43
279675799559471105,538829583991177218,06-05-21/15:17:01
279675799559471105,538829583991177218,06-05-21/15:17:30
279675799559471105,538829583991177218,06-05-21/15:18:32
